,FECHA_DOC,DESCR,COSTO_UNITARIO
286,2022-03-08,BAN INOX 170MMØX55MM 1300W 440V C/STD,122.14
287,2022-03-08,BAN INOX 57MMØX45MM 250W260V CINT/ALLEN,152.37
288,2022-03-08,"TUB INOX 3/8""ØX75CM W MAX 480V ""M"" ESP",0.0
289,2022-03-09,BOB 8020 CAL.16 19MMØX1170MM 5300W 240V,216.65
290,2022-03-09,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",1246.35
291,2022-03-09,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",143.8
292,2022-03-09,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",326.23
293,2022-03-09,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",212.44
294,2022-03-09,"TUB INOX 1/2""ØX293MM 2500W240V ""M"" ESPEC",317.3
295,2022-03-09,"TUB INOX 1/2""ØX293MM 2500W240V ""M"" ESPEC",317.3
296,2022-03-10,"TUB INOX 1/2""ØX34CM 2000W 240V ""U"" ALETA",269.6
297,2022-03-10,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",0.0
298,2022-03-10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,87.1
299,2022-03-10,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",119.05
300,2022-03-10,"TUB. ESP. 5/16 1200W 120V TERM 90° 3""""",1666.85
301,2022-03-10,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",143.8
302,2022-03-11,"BOBINA 8020 110W 110V EN/TUBO INOX2""X30""",2644.78
303,2022-03-11,"TUB ""J"" Ø 8 MM X 240 CM 5500 W 220 V",303.31
304,2022-03-11,PT-100 6MMØX110MM CONECTOR EXT15MTS,673.14
305,2022-03-11,"TUB INOX 7/16""ØX60CM 9000W240V 2 1/2""NPT",0.0
306,2022-03-11,"BOQUILLA 11/2X1""1/2"" 300W 240V""",220.0
307,2022-03-11,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,38.96
308,2022-03-11,"TUB INOX 5/16""ØX430MM 6000W 230V",417.45
309,2022-03-14,"CAS INOX 1/2""ØX51.5CM 400W240V EXT1M SOG",261.77
310,2022-03-14,"CAS INOX 5/8""ØX72CM 2670W 480V EXT.30CM",0.0
311,2022-03-15,"BOQUILLA 11/2X1""1/2"" 300W 240V""",220.0
312,2022-03-15,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",377.29
313,2022-03-15,"TUB INOX 5/16""ØX23CM ELIPSE 985W120V BUS",145.03
314,2022-03-15,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",212.44
315,2022-03-15,"TUB INOX 5/16""Øx40CMS U 2000W 220V TAPON",358.0
316,2022-03-15,"TUB INOX 5/16""ØX437MM 1000W127V ""M"" ESPE",97.81
317,2022-03-15,"TUB INOX 3/8""ØX38CM 6000W240V ""U"" PLACA",525.52
318,2022-03-16,"TUE ""J"" INOX Ø 5/16 X 33 CM 5000 W 240 V",248.65
319,2022-03-16,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",44.14
320,2022-03-16,"BOQUILLA 11/2X1""1/2"" 300W 240V""",220.0
321,2022-03-16,"TUB INOX 5/16""ØX56CM 5KW240V M ESP/CABLE",281.63
322,2022-03-16,BP S/BLINDAJE 94MMX102MM 250W120V 25CM C,0.0
323,2022-03-16,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",541.44
324,2022-03-16,"TUB INOX 1/4""ØX29CM 160W127V RECTA/PLACA",0.0
325,2022-03-16,BAN M/LUNA 208MMØX108MM 530W120V C/CINTU,112.11
326,2022-03-16,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",0.0
327,2022-03-16,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",761.07
328,2022-03-17,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,106.55
329,2022-03-17,"TUB INOX 5/16""ØX46CM 3000W240V 11/4""NPT",626.37
330,2022-03-17,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",143.8
331,2022-03-17,"TUB COBRE 7/16""ØX495MM U 3000W127V PLAC",327.61
332,2022-03-18,BAN M/LUNA 123MMØX107MM 600W 230V ESPECI,0.0
333,2022-03-18,BAN M/LUNA 208MMØX143MM 600W110V T/TOR,174.73
334,2022-03-18,"BOB DSD CAL.10 3/4""ØX1085MM 4000W127V",300.96
335,2022-03-18,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1179.22
336,2022-03-18,"TUB INOX 7/16""ØX42CM 3000W240V ""M"" BUS",319.43
337,2022-03-18,"TUB INOX 7/16""ØX42CM 3000W240V ""M"" BUS",319.43
338,2022-03-18,"TUB INOX 5/16""ØX38CM 3000W240V ""U"" TAP",417.02
339,2022-03-18,"TUB INOX 5/16""ØX38CM 3000W240V ""U"" TAP",417.02
340,2022-03-22,BAND P INOX 175MMx90MM 300W 110V TORNILL,66.08
341,2022-03-22,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",212.44
342,2022-03-22,"PT-100 1/4""ØX12"" EXT1MT TEFLON 2 HILOS",98.65
343,2022-03-22,"BAN P INOX 11/2""X17"" 800W240V ESP-1/4""",64.98
344,2022-03-22,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,38.96
345,2022-03-22,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,51.36
346,2022-03-22,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,38.96
347,2022-03-23,REPARACION DE BATIDOR 16.6KW 440V,5211.65
348,2022-03-23,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",222.0
349,2022-03-23,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",200.3
350,2022-03-23,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,87.1
351,2022-03-23,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA",0.0
352,2022-03-23,"CB 3/4 X41"" DE LARGO 1300W 220 V",0.0
353,2022-03-23,"TER K 3/16""Øx7mm LONG EXT. 5 MTS T/PLICA",519.02
354,2022-03-23,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",0.0
355,2022-03-23,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",0.0
356,2022-03-23,"TUB INOX. 5/16""Øx510mm CLIP 9KW 230V TAP",1282.76
357,2022-03-23,"TUB INOX 1/4""Øx150MM 900W 220V ESP/NAYLA",116.97
358,2022-03-23,REPARACION DE HORNO 3500W220V,0.0
359,2022-03-23,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V.",0.0
360,2022-03-23,"P.CUARZO 19""LARGOx10"" ANCHO 5KW 480V",0.0
361,2022-03-24,"TUB INOX 5/16""ØX120CM 1250W 127V T/TOR",97.0
362,2022-03-24,"CAS INOX 1/2""ØX 2 1/2"" 400W220V EXT.30CM",71.53
363,2022-03-24,"CAS INOX 1/2""ØX3"" 400W 240V EXT.30CM",88.34
364,2022-03-24,TK 6MMØX80CM EXT.50CM DOBLEZ 90° 4 HILOS,228.89
365,2022-03-24,BAN M/L COMUN 137mmØx82mm 800W 220V,0.0
366,2022-03-24,"BAN P COMUN 1""X48"" 1000W 240V EXT.30CM",0.0
367,2022-03-24,RES EN CINTA NICRO4.0X0.101-2.8OHMS LAMI,0.0
368,2022-03-25,BOE 45MMØX1360MM 3500W440V ROCHETA,1137.06
369,2022-03-25,BOE 45MMØX900MM 3500W440V ROCHETA,698.18
370,2022-03-25,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,211.36
371,2022-03-25,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,410.21
372,2022-03-25,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,38.96
373,2022-03-28,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V,0.0
374,2022-03-28,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,0.0
375,2022-03-28,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,71.25
376,2022-03-28,"TEA K Ø3/4""X450MM NPT3/4"" CAB M STD",0.0
377,2022-03-28,REPARACION DE TUBO DE CUARZO 500W127V,102.22
378,2022-03-28,"TERMOPAR ""K"" C/ELEMENTO CAL.8 X750 MM",0.0
379,2022-03-28,"BAN COMUN  5""ØX6"" 1800W 240V  C/ALLEN",97.46
380,2022-03-28,"BAN COMUN 5""ØX4"" 1500W 240V C/ALLEN",172.28
381,2022-03-28,BAN COMUN 178MMØX71MM ANCHO 1300W 240V,155.02
382,2022-03-28,BAN COMUN 296MMØX71MM 2500W240V C/STD,177.36
383,2022-03-29,"BAN P INOX 11/2""x85"" LONG 2200W 220V 9BA",216.46
384,2022-03-29,"BAN P INOX 1 1/2"" x50"" LONG 1200W 220V",213.66
385,2022-03-29,"BAN P INOX 1 1/2""X12"" 240V W-MAX",37.66
386,2022-03-29,"BAN P INOX 1 1/2""X14"" 240V W-MAX",44.54
387,2022-03-29,"BAN P INOX 1 1/2""X16"" 240V W-MAX",48.09
388,2022-03-29,"BAN P INOX 1 1/2""X18"" 240V W-MAX",51.09
389,2022-03-29,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,72.37
390,2022-03-29,"BOQUILLA 11/2X1""1/2"" 300W 240V""",220.0
391,2022-03-29,"TUB INOX 5/16""ØX45CM 750W 120V ""U"" T/TOR",64.91
392,2022-03-29,"TUB INOX 3/8""ØX120CM 2083W 220V ""U"" TORN",258.43
393,2022-03-29,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8""",173.0
394,2022-03-29,"TUB INCOLOY 7/16""ØX305CM 2300W380V ESPEC",0.0
395,2022-03-30,TUB INOX 8MMØX3650MM 1134W 230V RECTA,391.24
396,2022-03-30,"TUB INOX 5/16""ØX120MM 1200W220V ""J"" PLAC",116.73
397,2022-03-30,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",48.49
398,2022-03-30,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,410.21
399,2022-03-30,"TUB COBRE 5/16""Øx145CM  1500W120V PLAC",316.4
400,2022-03-30,"MAQUINADO DE PERNO 9/32""ØX20MM LATON",6.69
401,2022-03-31,REPARACION DE CREPERA-FAB CAJA DE CONEXI,24.0
402,2022-03-31,REPARACION DE CREPERA,258.21
403,2022-03-31,BOBINA CAL.8 DSD C/TERMINALES EN INOX,340.8
404,2022-03-31,"BOQUILLA 11/2X1""1/2"" 300W 240V""",220.0
405,2022-03-31,"TUB INOX. ALETA 7/16""Øx693mm 2000W 440 B",0.0
406,2022-03-31,"TUB INOX 5/16""Øx64CMS 700W220V.",0.0
407,2022-03-31,"TUB INOX 5/16""ØX25CM 1650W220V M ESP/BUS",244.91
408,2022-03-31,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",88.95
409,2022-03-31,"CAS INOX 1/2""ØX4"" 500W 127V EXT30CM",91.21
410,2022-03-31,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",366.1
411,2022-03-31,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",736.48
412,2022-03-31,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",356.75
413,2022-03-31,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",0.0
414,2022-03-31,TIRA INOX 38MMX1012MM 2000W 240V T/TIPOH,0.0
415,2022-03-31,"TUB INOX. 5/16""Øx330mm U 6KW 440V PLACA",0.0
416,2022-03-31,"TUB INOX 1/4""ØX355MM 4500W230V ES PLA-NV",0.0
417,2022-03-31,"TUB INOX 1/2""Øx68CM U 4000W 220V PLACA C",0.0
418,2022-03-31,"TUB INOX 3/8""Øx810mm LONG RECTA 500W220V",88.74
419,2022-03-31,GABINETE ELECTRICO DE 50X40X20 70KW 440V,0.0
420,2022-03-31,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT",2935.26
421,2022-04-01,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,137.48
422,2022-04-04,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,42.79
423,2022-04-04,"BAN P INOX 10 1/4""X4 1/2"" 350W127V 1-IZQ",112.24
424,2022-04-04,"BAN P INOX 10 1/4""X4 1/2"" 350W 127V T-TO",111.07
425,2022-04-04,"BAN P INOX 10 1/4""X4 1/2"" 350W127V 3-DER",112.24
426,2022-04-04,"BAN P INOX 9 1/4""X4 1/4"" 350W127V 2/TOR",59.54
427,2022-04-04,"BAN P INOX 10""X 4 1/2"" 350W127V 1-IZQ",110.37
428,2022-04-04,"BAN P INOX 10""X4 1/2"" 350W127V 3-DER",110.37
429,2022-04-05,REPARACION PISTOLA DE CALOR 1680W 120V,90.16
430,2022-04-05,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",106.52
431,2022-04-05,"TUB RECTA 1/2øX800mm 950W 140V""",0.0
432,2022-04-05,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",359.16
433,2022-04-05,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",377.29
434,2022-04-05,"TUB INOX 7/16""ØX35CM 1500W127V ""M"" ESP",0.0
435,2022-04-05,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",360.32
436,2022-04-06,REPARACION DE TERMOPAR,0.36
437,2022-04-06,"BOQUILLA 11/2X1""1/2"" 300W 240V""",220.0
438,2022-04-06,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN",0.0
439,2022-04-06,"BAN A COMUN 133MMØx11/2"" 900W 220V C/STD",0.0
440,2022-04-06,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",113.59
441,2022-04-07,"TUB INOX 5/16""x625mm 950W 220V U",0.0
442,2022-04-07,"TUB INOX. 5/16 Øx625mm 850W,220V U",0.0
443,2022-04-07,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,51.36
444,2022-04-07,"TUB INOX 1/4""ØX62"" 950W 230V",0.0
445,2022-04-07,BC INOX 144MMØ X87MM 2100W 400V SIN/CAJA,0.0
446,2022-04-07,"PT-100 3/16""ØX1"" EXT.1MT T/PLICA CLAV-3H",0.0
447,2022-04-07,CAE 12.5MMØx312.42MMLONG 90° 1200W 220V,0.0
448,2022-04-07,"TUB INOX 7/16""ØX26CM 1500W220V U 11/2""NP",0.0
449,2022-04-07,CAS INOX 10MMØX60MM 500W 240V EXT30CM,0.0
450,2022-04-08,"TUB INOX 7/16""ØX155CM 5KW 440V ""U"" 2""NPT",0.0
451,2022-04-08,"FAB DE TERMOPOZO 1/2""ØX768MMLOGITUD",0.0
452,2022-04-08,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",321.87
453,2022-04-11,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",144.4
454,2022-04-11,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",50.54
455,2022-04-11,"TUB COBRE7/16Øx590mm ""U"" 5000W 220V C/B""",0.0
456,2022-04-11,TER J 6mmØx30mm 7 MTS DE LONG.,204.07
457,2022-04-11,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",48.49
458,2022-04-11,"TUB INOX 7/16""ØX47CM 9000W220V PLAC",0.0
459,2022-04-11,"TUE ""J"" INOX Ø 5/16 X 33 CM 5000 W 240 V",248.65
460,2022-04-12,"TER J 1/4""ØX4"" CON 1/2""-1/2""NPT BLOCK-CA",0.0
461,2022-04-12,"TER J 1/4""ØX15CM CON 1/2""-1/2"" C/MARINA",0.0
462,2022-04-12,"TUB INOX 7/16""Øx80.5CMS U 12KW 240V TAPO",1125.85
463,2022-04-13,"TUB INOX 1/2""Øx410mm J 11KW 240V PLAQUIT",432.3
464,2022-04-13,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS",0.0
465,2022-04-13,"TUB INOX 5/16""ØX70CM 600W 127V RECTA",48.21
466,2022-04-13,TUB ALETADA Ø 1/2 X 13 1/2 2000 W 220 V,318.83
467,2022-04-13,"TUB INOX 5/16""ØX27CM 2100W230V ""L"" PLACA",133.09
468,2022-04-13,"TUB INOX 5/16""ØX248MM CLIP 2400W 220V",160.64
469,2022-04-13,"TER J 1/4""ØX5"" CON 1/2""-1/2""NPT C/MARINA",0.0
470,2022-04-13,"TUB INOX 5/16""ØX177MMØ 1900W220V PAR 9O°",0.0
471,2022-04-13,"TUB INOX 5/16""ØX177MMØ 1900W220V PARRILL",0.0
472,2022-04-13,"TUB INOX 1/4""ØX27"" 300W 230V",0.0
473,2022-04-18,REPARACION DE SECADOR 460W 120V,7.6
474,2022-04-19,REPARACION BANDA S/BLINDAJE 1068W 120V,107.68
475,2022-04-19,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",0.0
476,2022-04-19,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",50.54
477,2022-04-19,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",493.68
478,2022-04-19,"RC 1/2""ØX40CM 650W127V T/TORNILLO",0.0
479,2022-04-20,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",4045.07
480,2022-04-20,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI",1214.3
481,2022-04-21,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,0.0
482,2022-04-21,"TUB INOX 7/16""ØX307MMX50MM 800W220V BUSH",223.66
483,2022-04-21,BN INOX 46MMØX122MM 600W220V EXT30CM ALL,183.93
484,2022-04-21,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",333.44
485,2022-04-21,"CAE INOX 3/4""ØX39CM 1800W240V 30CM CON1""",842.74
486,2022-04-21,"TEA K OJILLOX3MTS CON 1/2""-1/2""NPT",217.64
487,2022-04-21,BC PLANA 132MMX280MM 2000W240V OCTAGO-TJ,797.54
488,2022-04-21,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V.",1319.75
489,2022-04-21,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,42.79
490,2022-04-22,CAM INOX 10MMØX50MM 250W 240V EXT30CM,67.31
491,2022-04-22,CAM INOX 10MMØX50MM 300W 240V EXT30CM,67.21
492,2022-04-22,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,86.23
493,2022-04-22,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",48.49
494,2022-04-22,BAN M/LUNA 208MMØX257MM 1350W127V EXT30,0.0
495,2022-04-22,"TER J 1/4""Ø x3 1/2"" LONG EXT.1MT ZAP/ESP",0.0
496,2022-04-22,"TER J 1/4""Ø x3 1/2"" LONG EXT.1MT ZAP/ESP",0.0
497,2022-04-25,"TUB. INOX. 5/16 Øx615mm. 2000W 440V ""U""""",46.14
498,2022-04-25,"BOQUILLA 11/2X1""1/2"" 300W 240V""",220.0
499,2022-04-25,"TUB INOX 1/4""ØX90"" 1350W 230V",0.0
500,2022-04-25,"CAS INOX 1/4""ØX2 1/2"" 200W 127V EXT30CM",28.9
501,2022-04-25,"PT-100 3/16""ØX4"" CON1/2""-1/2"" NPT EXT5MT",671.48
502,2022-04-25,"TUB INOX ALETADA 1/2""Øx30CMS 1000W 480V",249.07
503,2022-04-25,"TUB INCOLOY 7/16""ØX305CM 2300W380V ESPEC",714.2
504,2022-04-26,"TUB INOX 5/16""ØX248MM CLIP 2400W 220V",160.64
505,2022-04-26,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,72.37
506,2022-04-26,BOB 8020 CAL.22 2.8MMØX2.3MTS 1800W 240V,199.22
507,2022-04-26,"CAE INOX 3/4""ØX39CM 1800W240V 30CM CON1""",842.74
508,2022-04-26,"TUB INOX 5/16""ØX240MM 1000W 120V BUS5/8",143.09
509,2022-04-26,"TUB INOX 7/16""ØX150MM 600W120V M PLAQ",0.0
510,2022-04-26,"TUB INOX 1/4""ØX50CM 500W127V RECTA T/BAN",0.0
511,2022-04-26,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,51.36
512,2022-04-27,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",517.64
513,2022-04-27,FAB RESISTENCIAS 11520W 480V EN BASE GAL,0.0
514,2022-04-27,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT",2935.26
515,2022-04-27,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",76.46
516,2022-04-27,"TUB INOX. 5/16""Øx320mm 750W, 120V. U",36.0
517,2022-04-27,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",67.21
518,2022-04-27,TIRA ALETADA 38MMX760MM 1960W230V T/TOR,509.98
519,2022-04-27,"TUB INOX 3/8""ØX395MM CIR/ALETA 8500W230V",694.6
520,2022-04-28,"TUB INOX 1/2""ØX246MM 3000W480V ""M"" BUSH",0.0
521,2022-04-28,"TUB INOX 7/16""ØX40.5CM 15KW240V PLA/ESP",0.0
522,2022-04-28,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,0.0
523,2022-04-28,"P.CUARZO 19""LARGOx10"" ANCHO 5KW 480V",3624.09
524,2022-04-29,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",144.4
525,2022-04-29,BAN P INOX 258MMX385MM 3000W220V EXT3MT,841.63
526,2022-04-29,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",0.0
527,2022-04-29,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",144.4
528,2022-04-29,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",50.54
529,2022-04-29,"CAE INOX 5/8""ØX73CM 2400W 240V RON/EXT1M",0.0
530,2022-04-29,"TUB INOX7 /16x115CMS CLIP15KW220V PLACA""",504.53
531,2022-04-29,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",0.0
532,2022-04-29,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",852.37
533,2022-04-29,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",335.51
534,2022-04-29,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",0.0
535,2022-04-29,"TUB INOX 1/2""ØX20""Ø 7000W240V ESPIRAL/BU",0.0
536,2022-05-02,"CAS INOX 3/8""ØX1 1/2"" 80W 127V EXT.30CM",0.0
537,2022-05-02,BB INOX 40MMØX80MM 400W 240V EXT.30CM,42.99
538,2022-05-03,"TER T 3/16""ØX1 1/2"" EXT 1M TEFON/MALLA",11.02
539,2022-05-03,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",76.74
540,2022-05-03,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",222.0
541,2022-05-03,BOBINA 8020 44MMX180MM 150W220V AIS/CERA,33.79
542,2022-05-04,ELEMENTO K CAL.8X131.6MM CERAM/BLOCK CER,112.64
543,2022-05-04,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",144.4
544,2022-05-04,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",50.54
545,2022-05-04,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",72.34
546,2022-05-04,"TUB INOX 1/4""ØX90"" 1350W 230V",210.95
547,2022-05-04,"TUB U"" 7/16 Ø X50 CM 10 KW 440 V DELTA""",0.0
548,2022-05-04,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",1048.4
549,2022-05-04,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,42.79
550,2022-05-05,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",0.0
551,2022-05-05,BAN A/COMUN 165MMØX60MM 800W 254/440V,0.0
552,2022-05-05,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",0.0
553,2022-05-05,"TUB INOX 3/8""ØX235MM 3300W 230V CLIP/PLA",0.0
554,2022-05-05,BAN P COMUN 45MMX390MM 1200W240V B/CERAM,97.53
555,2022-05-05,REPARACION TERMINALES BANDA 1500W 220V,10.7
556,2022-05-05,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",0.0
557,2022-05-06,"RC 1/2""ØX38.5CM 600W 120V T/TORNILLO CER",0.0
558,2022-05-06,FABRICACION DE CRISOL 500W 127V 50-60HZ,2227.85
559,2022-05-06,"TUB INOX 1/2""ØX25CM 1500W 127V ""M"" C/BUS",305.31
560,2022-05-06,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",90.91
561,2022-05-09,REPARACION PORTA MATRAZ 1035W 115V,42.35
562,2022-05-09,BOBINA 8020 44MMX180MM 150W220V AIS/CERA,33.79
563,2022-05-09,REPARACIÓN DE SELLADORA 30CM 146W 120V,3.8
564,2022-05-09,"TUB INOX 7/16""ØX268MM 4KW270V 4 CLIP/PLA",344.32
565,2022-05-09,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",131.87
566,2022-05-09,"RC 1/2""Ø X 34"" LONG 1000W 12OV TE/GANCHO",224.13
567,2022-05-09,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",200.3
568,2022-05-09,"FAB  DE TERMOPOZO 1/4""ØX22CM EN PLACA",0.0
569,2022-05-10,"TEA K 1/2""ØX18""X24"" ESCUADRA BLOCK/CMARI",773.91
570,2022-05-10,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,477.85
